
"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     1, "max",   -550.795,  -10000.000,   2465.753,  85617.828, 7286851.755, 11123012.277
     1, "min",   -550.795,  -10000.000,   2465.753,  85617.828, -110406.851, -18876987.723
     2, "max",      0.000,    4449.205,    -34.247, -110406.851,  85617.828, 11123012.277
     2, "min",      0.000,    4449.205,    -34.247, -110406.851, -85617.828, -11123012.277
     3, "max",  -9449.205,  -10000.000,  -2465.753,  85617.828, 110406.851, 11123012.277
     3, "min",  -9449.205,  -10000.000,  -2465.753,  85617.828, -7286851.755, -18876987.723
