
"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     1, "max",   1200.000,   -2400.000,   2100.000, 100000.000, 9700000.095, -4700000.006
     1, "min",   1200.000,   -2400.000,   2100.000, 100000.000, 3400000.024, -11900000.024
     2, "max",   1200.000,   -2000.000,   2100.000, 100000.000, 3400000.024, -300000.000
     2, "min",   1000.000,   -2400.000,   1500.000, 100000.000, -200000.000, -4700000.006
